company_name,opportunity_title,function,seniority,year,outcome,notes,closed_date,company_stage_at_placement,geo,candidate_name,opportunity_owner,service_type
PDI Technologies,PDI Technologies - CTO,Engineering,CXO,2024,Placement,stage_at_placement=PE-Backed; geo=Atlanta Metro; candidate=Raghu Bongula; owner=Ned Lanphier; service=Retained,2024-10-09T00:00:00,PE-Backed,Atlanta Metro,Raghu Bongula,Ned Lanphier,Retained
PDI Technologies,"PDI Technologies - SVP Product, Networking and Security",Product Management,SVP,2026,Placement,stage_at_placement=PE-Backed; geo=Atlanta Metro; candidate=Gerald Caponera; owner=Ned Lanphier; service=Retained,2026-03-08T00:00:00,PE-Backed,Atlanta Metro,Gerald Caponera,Ned Lanphier,Retained
PDI Technologies,"PDI Technologies - SVP Product, Networking and Security",Product Management,SVP,2026,Placement,stage_at_placement=PE-Backed; geo=Atlanta Metro; candidate=Ameer Karim; owner=Ned Lanphier; service=Retained,2026-03-08T00:00:00,PE-Backed,Atlanta Metro,Ameer Karim,Ned Lanphier,Retained
PracticeTek,PracticeTek - President,Executive Management,CXO,2024,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Michael Sharp; owner=Matt Stravitz; service=Retained,2024-06-17T00:00:00,PE-Backed,SoCal,Michael Sharp,Matt Stravitz,Retained
PracticeTek,Practicetek - General Manager,General Management,GM,2024,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Marina McDonough; owner=Matt Stravitz; service=Retained,2024-10-26T00:00:00,PE-Backed,SoCal,Marina McDonough,Matt Stravitz,Retained
PracticeTek,PracticeTek - General Manager,General Management,GM,2025,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Blake Head; owner=Rick Harris; service=Retained,2025-06-06T00:00:00,PE-Backed,SoCal,Blake Head,Rick Harris,Retained
Real Chemistry,"Real Chemistry - VP of Engineering, Swoop/IPM.ai",Engineering,VP,2023,Placement,stage_at_placement=PE-Backed; candidate=David C Peterson; owner=Jason Hann; service=Retained,2023-06-12T00:00:00,PE-Backed,,David C Peterson,Jason Hann,Retained
Real Chemistry,Real Chemistry - Product Lead #2,Product Management,IC,2023,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Darren Rosebrugh; owner=Kevin Reetz; service=Retained,2023-07-25T00:00:00,PE-Backed,Bay Area,Darren Rosebrugh,Kevin Reetz,Retained
Real Chemistry,Real Chemistry - Product Lead #1,Product Management,IC,2023,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Akhila Gourishetty; owner=Sunil Chaudhary; service=Retained,2023-09-15T00:00:00,PE-Backed,Bay Area,Akhila Gourishetty,Sunil Chaudhary,Retained
Real Chemistry,"Real Chemistry - Principal Product Manager, Analytics",Product Management,IC,2023,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Aleksander Mielczarek; owner=Sunil Chaudhary; service=Retained,2023-12-14T00:00:00,PE-Backed,Bay Area,Aleksander Mielczarek,Sunil Chaudhary,Retained
Redfin,"Redfin - Engineering Manager(s), SF",Engineering,IC,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Edo Williams; owner=John Twamley; service=Retained,2021-04-06T00:00:00,Public,Bay Area,Edo Williams,John Twamley,Retained
Redfin,"Redfin - Engineering Manager, Partner Growth",Engineering,IC,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Vlad Marinov; owner=John Twamley; service=Retained,2021-05-19T00:00:00,Public,Bay Area,Vlad Marinov,John Twamley,Retained
Redfin,Redfin - Director of Engineering,Engineering,Director,2021,Placement,stage_at_placement=Public; candidate=Dennis Coldwell; owner=Michael Tumasian; service=Retained,2021-07-21T00:00:00,Public,,Dennis Coldwell,Michael Tumasian,Retained
Redfin,"Redfin - Director of Engineering, Customer Growth",Engineering,Director,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Krishna Bhagavan; owner=John Twamley; service=Retained,2021-07-27T00:00:00,Public,Bay Area,Krishna Bhagavan,John Twamley,Retained
Redfin,"Redfin - Director of Product, Buyside",Product Management,Director,2021,Placement,stage_at_placement=Public; geo=Seattle; candidate=Nancy Farah; owner=Chris Rice; service=Retained,2021-08-24T00:00:00,Public,Seattle,Nancy Farah,Chris Rice,Retained
Redpin (fka Currencies Direct),Redpin (fka Currencies Direct) - Head of Product B2B2C (bluebird),Product Management,Head,2024,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Cassio Camanho; owner=Myriam Vacher; service=Bluebird,2024-01-02T00:00:00,PE-Backed,Europe,Cassio Camanho,Myriam Vacher,Bluebird
Redpin (fka Currencies Direct),Redpin (fka Currencies Direct) - VP Engineering,Engineering,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Daniel Dvorkin; owner=Myriam Vacher; service=Retained,2024-01-09T00:00:00,PE-Backed,Europe,Daniel Dvorkin,Myriam Vacher,Retained
Redpin (fka Currencies Direct),"Redpin (fka Currencies Direct) - Head of Product, B2B Enterprise (Bluebird)",Product Management,Head,2024,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Nick Zapponi; owner=Myriam Vacher; service=Bluebird,2024-03-15T00:00:00,PE-Backed,Europe,Nick Zapponi,Myriam Vacher,Bluebird
Redpin (fka Currencies Direct),Redpin (fka Currencies Direct) - Senior Director of Data,Data/ML/AI,Director,2024,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Richard Oastler; owner=James Ryan; service=Retained,2024-04-18T00:00:00,PE-Backed,Europe,Richard Oastler,James Ryan,Retained
Redpin (fka Currencies Direct),"Redpin (fka Currencies Direct) - Head of Product, B2B Property",Product Management,Head,2024,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Maya Hodroj; owner=Myriam Vacher; service=Retained,2024-05-14T00:00:00,PE-Backed,Europe,Maya Hodroj,Myriam Vacher,Retained
Redpin (fka Currencies Direct),Redpin (fka Currencies Direct) - CTO,Engineering,CXO,2024,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Yoav Flam; owner=Pete Alexander; service=Retained,2024-05-21T00:00:00,PE-Backed,Europe,Yoav Flam,Pete Alexander,Retained
Redpin (fka Currencies Direct),"Redpin (fka Currencies Direct) - Head of Product, Core",Product Management,Head,2024,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Ruhi Dang; owner=Myriam Vacher; service=Retained,2024-07-10T00:00:00,PE-Backed,Europe,Ruhi Dang,Myriam Vacher,Retained
ResMed,ResMed - VP of Engineering,Engineering,VP,2020,Placement,stage_at_placement=Public; geo=SoCal; candidate=Sanjay Kumar; owner=Dante Carpinito; service=Retained,2020-05-25T00:00:00,Public,SoCal,Sanjay Kumar,Dante Carpinito,Retained
ResMed,ResMed - Senior Director of Delivery Enablement,Engineering,Director,2021,Placement,stage_at_placement=Public; geo=SoCal; candidate=Gregory Vaughan; owner=Jeff Campbell; service=Retained,2021-05-21T00:00:00,Public,SoCal,Gregory Vaughan,Jeff Campbell,Retained
ResMed,ResMed - CTO,Engineering,CXO,2022,Placement,stage_at_placement=Public; geo=SoCal; candidate=Urvashi Tyagi; owner=Dante Carpinito; service=Retained,2022-01-04T00:00:00,Public,SoCal,Urvashi Tyagi,Dante Carpinito,Retained
Revolution Medicines,Revolution Medicines - Chief Digital Officer,Product Management,Head,2025,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Laurent Bride; owner=Brian Bocchino; service=Retained,2025-11-14T00:00:00,Public,Bay Area,Laurent Bride,Brian Bocchino,Retained
Revolution Medicines,"Revolution Medicines - Director Machine Learning, Drug Discovery Analytics (Bluebird)",Data/ML/AI,Director,2026,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Safiye Celik; owner=Doug Brown; service=Bluebird,2026-05-26T00:00:00,Public,Bay Area,Safiye Celik,Doug Brown,Bluebird
Revolution Medicines,Revolution Medicines - Executive Director Digital Drug Discovery and AI Strategy,Data/ML/AI,Director,2026,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Shruthi Bharadwaj; owner=Doug Brown; service=Retained,2026-06-16T00:00:00,Public,Bay Area,Shruthi Bharadwaj,Doug Brown,Retained
Sonos  DO NOT REPRESENT,"Sonos - Sr Director Product, Professional",Product Management,Director,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Martin Barbour; owner=Justin Colsky; service=Bluebird,2022-01-20T00:00:00,Public,Bay Area,Martin Barbour,Justin Colsky,Bluebird
Sonos  DO NOT REPRESENT,Sonos - VP Product (Professional),Product Management,VP,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Chris Heintzelman; owner=Justin Colsky; service=Retained,2022-01-20T00:00:00,Public,Bay Area,Chris Heintzelman,Justin Colsky,Retained
Sonos  DO NOT REPRESENT,"Sonos - VP Product, Consumer",Product Management,VP,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Shruti Haldea; owner=Justin Colsky; service=Bluebird,2022-01-26T00:00:00,Public,Bay Area,Shruti Haldea,Justin Colsky,Bluebird
Standard Industries,Standard Industries - CTO (as CTO and CIO),Engineering,CXO,2017,Placement,stage_at_placement=Private / Bootstrapped; geo=New York; candidate=Brian McSweeney; owner=Eric Larson; service=Retained,2017-03-31T00:00:00,Private / Bootstrapped,New York,Brian McSweeney,Eric Larson,Retained
Standard Industries,Standard Industries - Chief Technology Officer,Engineering,CXO,2018,Placement,stage_at_placement=Private / Bootstrapped; geo=New York; candidate=Rich Robinson; owner=Eric Larson; service=Retained,2018-07-19T00:00:00,Private / Bootstrapped,New York,Rich Robinson,Eric Larson,Retained
Standard Industries,Standard - Head of Digital Strategy and Innovation,Engineering,Head,2018,Placement,stage_at_placement=Private / Bootstrapped; geo=New York; candidate=Xavier Riley; owner=Eric Larson; service=Retained,2018-12-20T00:00:00,Private / Bootstrapped,New York,Xavier Riley,Eric Larson,Retained
Standard Industries,Standard Industries - GAF CIO,Information Technology,CXO,2019,Placement,stage_at_placement=Private / Bootstrapped; geo=New York; candidate=Dion Rooney; owner=Eric Larson; service=Retained,2019-02-07T00:00:00,Private / Bootstrapped,New York,Dion Rooney,Eric Larson,Retained
Standard Industries,Standard Industries - VP Product,Product Management,VP,2019,Placement,stage_at_placement=Private / Bootstrapped; geo=New York; candidate=Rochak Sharma; owner=Eric Larson; service=Retained,2019-05-01T00:00:00,Private / Bootstrapped,New York,Rochak Sharma,Eric Larson,Retained
Standard Industries,Standard Industries - Chief Cloud Architect,Engineering,Architect,2019,Placement,stage_at_placement=Private / Bootstrapped; geo=New York; candidate=Ardaman Singh; owner=Eric Larson; service=Retained,2019-08-06T00:00:00,Private / Bootstrapped,New York,Ardaman Singh,Eric Larson,Retained
Standard Industries,Standard Industries - Chief Cloud Architect,Engineering,Architect,2019,Placement,stage_at_placement=PE-Backed; geo=New York; candidate=Arila Barnes; owner=Eric Larson; service=Retained,2019-08-06T00:00:00,PE-Backed,New York,Arila Barnes,Eric Larson,Retained
Standard Industries,Standard Industries - VP of IT,Information Technology,VP,2023,Placement,stage_at_placement=PE-Backed; geo=New York; candidate=Luis Pons; owner=Matt Stravitz; service=Retained,2023-04-12T00:00:00,PE-Backed,New York,Luis Pons,Matt Stravitz,Retained
Standard Industries,Standard Industries - VP IT,Information Technology,VP,2024,Placement,stage_at_placement=PE-Backed; geo=New York; candidate=Alex Klevitsky; owner=Matt Stravitz; service=Retained,2024-02-23T00:00:00,PE-Backed,New York,Alex Klevitsky,Matt Stravitz,Retained
Standard Industries,Standard Industries - Dir of Executive Desktop Support,Information Technology,Director,2025,Placement,stage_at_placement=PE-Backed; geo=New York; candidate=Chris Belicose; owner=Laura Cayabyab; service=Retained,2025-03-27T00:00:00,PE-Backed,New York,Chris Belicose,Laura Cayabyab,Retained
Storable,Storable - SVP Engineering,Engineering,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Jennifer Tegethoff; owner=Robert Seiden; service=Retained,2026-02-12T00:00:00,PE-Backed,Bay Area,Jennifer Tegethoff,Robert Seiden,Retained
Storable,"Storable - SVP, BI/AI",Data/ML/AI,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Austin; candidate=Carter Rees; owner=Ned Lanphier; service=Retained,2026-04-29T00:00:00,PE-Backed,Austin,Carter Rees,Ned Lanphier,Retained
Storable,"Storable - VP, Product",Product Management,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Austin; candidate=Julie Chow; owner=Jessica Socha; service=Retained,2026-06-29T00:00:00,PE-Backed,Austin,Julie Chow,Jessica Socha,Retained
Storable,"Storable - VP, Product",Product Management,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Austin; candidate=Joshua Renberg; owner=Jessica Socha; service=Retained,2026-06-29T00:00:00,PE-Backed,Austin,Joshua Renberg,Jessica Socha,Retained
Storable,Storable - CISO,Information Security,CXO,2026,Placement,stage_at_placement=PE-Backed; geo=Austin; candidate=Maggie Amato; owner=Matt Stravitz; service=Retained,2026-06-30T00:00:00,PE-Backed,Austin,Maggie Amato,Matt Stravitz,Retained
Superbet Group,Happening - VP Product Design and Research,Design/UX,VP,2023,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Gavin Edwards; owner=Pete Alexander; service=Retained,2023-08-21T00:00:00,PE-Backed,Europe,Gavin Edwards,Pete Alexander,Retained
Superbet Group,"Superbet - VP Engineering, Content",Engineering,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Rustam Khashimkhodjaev; owner=Pete Alexander; service=Retained,2024-06-06T00:00:00,PE-Backed,Europe,Rustam Khashimkhodjaev,Pete Alexander,Retained
Superbet Group,Superbet - VP Data Analytics Lead (Confidential),Data/ML/AI,VP,2025,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Karan Shah; owner=James Ryan; service=Retained,2025-03-31T00:00:00,PE-Backed,Europe,Karan Shah,James Ryan,Retained
Superbet Group,"Happening Technology LTD (fka Superbet) - Dir of Data & Analytics, Player",Data/ML/AI,Director,2025,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Mike Yamnitsky; owner=James Ryan; service=Bluebird,2025-05-06T00:00:00,PE-Backed,Europe,Mike Yamnitsky,James Ryan,Bluebird
Superbet Group,"Happening Technology Ltd (fka Superbet) - Director of Product, Player",Product Management,Director,2025,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Amrita Banerjee; owner=Nicholas Roberts; service=Retained,2025-06-27T00:00:00,PE-Backed,Europe,Amrita Banerjee,Nicholas Roberts,Retained
Superbet Group,Superbet Group - CTO Project Hyde (Highly Confidential),Engineering,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Renato Todorov; owner=James Ryan; service=Retained,2026-01-23T00:00:00,PE-Backed,Europe,Renato Todorov,James Ryan,Retained
Superbet Group,Superbet Group - Project Indigo (Confidential) - CPO,Product Management,CXO,2026,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Andrew Watts; owner=James Ryan; service=Retained,2026-03-06T00:00:00,PE-Backed,Europe,Andrew Watts,James Ryan,Retained
Superbet Group,Superbet Group - VP of Trading Operations,Administrative,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Europe; candidate=Juncal Hernan; owner=Balsam Mirza; service=Retained,2026-06-23T00:00:00,PE-Backed,Europe,Juncal Hernan,Balsam Mirza,Retained
Tempo,Tempo - CTO,Engineering,CXO,2023,Placement,stage_at_placement=PE-Backed; geo=New York; candidate=Adam Wallace; owner=Justin Cottrell; service=Retained,2023-08-22T00:00:00,PE-Backed,New York,Adam Wallace,Justin Cottrell,Retained
Tempo,Tempo - VP Engineering,Engineering,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Boston; candidate=Shawn Nagase; owner=Justin Cottrell; service=Retained,2024-01-18T00:00:00,PE-Backed,Boston,Shawn Nagase,Justin Cottrell,Retained
Tempo,"Tempo - VP of Product, Atlassian Marketplace Apps",Product Management,VP,2026,Placement,stage_at_placement=PE-Backed; geo=New York; candidate=Paul Lechner; owner=Hugh Curran; service=Retained,2026-06-03T00:00:00,PE-Backed,New York,Paul Lechner,Hugh Curran,Retained
Ten-X (fka Auction.com),Auction.com - VPE,Engineering,VP,2011,Placement,stage_at_placement=PE-Backed; candidate=Ravi Keswani; owner=Michael Morell; service=Retained,2011-12-13T00:00:00,PE-Backed,,Ravi Keswani,Michael Morell,Retained
Ten-X (fka Auction.com),Auction.com - Sr. Infrastructure Eng,Information Technology,Other,2013,Placement,stage_at_placement=PE-Backed; candidate=Carlos Medecigo; owner=Rivi HQ; service=Contingency,2013-02-01T00:00:00,PE-Backed,,Carlos Medecigo,Rivi HQ,Contingency
Ten-X (fka Auction.com),Auction.com - Sr Mgr Tech Support Svcs,Information Technology,Other,2013,Placement,stage_at_placement=PE-Backed; candidate=Tarek Ghalwash; owner=Rivi HQ; service=Contingency,2013-02-27T00:00:00,PE-Backed,,Tarek Ghalwash,Rivi HQ,Contingency
Ten-X (fka Auction.com),"Auction.com - Group PM, Irvine",Product Management,Other,2013,Placement,stage_at_placement=PE-Backed; candidate=Mike Huang; owner=Rivi HQ; service=Contingency,2013-03-15T00:00:00,PE-Backed,,Mike Huang,Rivi HQ,Contingency
Ten-X (fka Auction.com),Auction.com - Front End Eng II,Engineering,Other,2013,Placement,stage_at_placement=PE-Backed; candidate=Nisha Thatte-Potter; owner=Rivi HQ; service=Contingency,2013-10-30T00:00:00,PE-Backed,,Nisha Thatte-Potter,Rivi HQ,Contingency
Ten-X (fka Auction.com),Auction - Dir Engineering,Engineering,Other,2014,Placement,geo=Bay Area; candidate=Lawrence Yuan; owner=Marc Francone; service=Team Svcs Retainer,2014-12-04T00:00:00,,Bay Area,Lawrence Yuan,Marc Francone,Team Svcs Retainer
The Aspen Group,The Aspen Group - CIO,Information Technology,CXO,2024,Placement,stage_at_placement=PE-Backed; geo=Chicago; candidate=Jonathan Randall; owner=Steve Kasmouski; service=Retained,2024-03-29T00:00:00,PE-Backed,Chicago,Jonathan Randall,Steve Kasmouski,Retained
The Aspen Group,The Aspen Group - SVP of Engineering,Engineering,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Chicago; candidate=Adan Pope; owner=Steve Kasmouski; service=Retained,2024-10-03T00:00:00,PE-Backed,Chicago,Adan Pope,Steve Kasmouski,Retained
The Aspen Group,The Aspen Group - SVP Product,Product Management,CXO,2024,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Sara Rossio; owner=Steve Kasmouski; service=Retained,2024-10-12T00:00:00,PE-Backed,SoCal,Sara Rossio,Steve Kasmouski,Retained
The Aspen Group,The Aspen Group - VP of Engineering,Engineering,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Chicago; candidate=Stephen Chambers; owner=Steve Kasmouski; service=Retained,2024-11-05T00:00:00,PE-Backed,Chicago,Stephen Chambers,Steve Kasmouski,Retained
The Aspen Group,The Aspen Group - SVP of Engineering,Engineering,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Chicago; candidate=Syed Mahmood; owner=Steve Kasmouski; service=Retained,2026-03-26T00:00:00,PE-Backed,Chicago,Syed Mahmood,Steve Kasmouski,Retained
The Aspen Group,The Aspen Group - VP of CRM,Engineering,VP,2026,Placement,stage_at_placement=Private / Bootstrapped; geo=Chicago; candidate=Jason Clarkin; owner=Robert Seiden; service=Retained,2026-05-13T00:00:00,Private / Bootstrapped,Chicago,Jason Clarkin,Robert Seiden,Retained
The New York Times,"New York Times - Director of Product, Xwords",Product Management,Director,2019,Placement,stage_at_placement=Public; geo=New York; candidate=Jennifer Garfield; owner=Will Potter; service=Retained,2019-07-02T00:00:00,Public,New York,Jennifer Garfield,Will Potter,Retained
The New York Times,**CONFIDENTIAL - DO NOT DISCUSS EXTERNALLY**New York Times - Chief Product Officer,Product Management,CXO,2019,Placement,stage_at_placement=Public; geo=New York; candidate=Alexandra Hardiman; owner=Austin Brizendine; service=Retained,2019-07-31T00:00:00,Public,New York,Alexandra Hardiman,Austin Brizendine,Retained
The New York Times,New York Times - Head of Audio Product,Product Management,Head,2019,Placement,stage_at_placement=Public; geo=New York; candidate=Alex Rainert; owner=Austin Brizendine; service=Retained,2019-10-17T00:00:00,Public,New York,Alex Rainert,Austin Brizendine,Retained
The New York Times,New York Times - VP Technical Product Management,Product Management,VP,2020,Placement,stage_at_placement=Public; geo=New York; candidate=Lisa Kamm; owner=Will Potter; service=Retained,2020-01-16T00:00:00,Public,New York,Lisa Kamm,Will Potter,Retained
The New York Times,"New York Times - Head of Engineering, Core Platforms",Engineering,Head,2020,Placement,stage_at_placement=Public; geo=New York; candidate=Daniel Jacobson; owner=Jonathan Peters; service=Retained,2020-05-01T00:00:00,Public,New York,Daniel Jacobson,Jonathan Peters,Retained
The New York Times,New York Times - Head of Core Platforms Engineering,Engineering,Head,2021,Placement,stage_at_placement=Public; geo=New York; candidate=Vijey Jenkal; owner=Bobby Gormsen; service=Retained,2021-07-29T00:00:00,Public,New York,Vijey Jenkal,Bobby Gormsen,Retained
The New York Times,"New York Times - VP of Engineering, Wirecutter",Engineering,VP,2022,Placement,stage_at_placement=Public; geo=New York; candidate=Natasha Krasnov; owner=Bobby Gormsen; service=Retained,2022-04-05T00:00:00,Public,New York,Natasha Krasnov,Bobby Gormsen,Retained
Trellix,"Skyhigh Networks - VP, Cloud Ops",Engineering,VP,2022,Placement,stage_at_placement=PE-Backed; candidate=Scott Singhass; owner=Michael Tumasian; service=Retained,2022-06-22T00:00:00,PE-Backed,,Scott Singhass,Michael Tumasian,Retained
Trellix,Trellix - SVP of Engineering,Engineering,VP,2022,Placement,stage_at_placement=PE-Backed; geo=Boston; candidate=Ashok Banerjee; owner=Chris Rice; service=Retained,2022-08-01T00:00:00,PE-Backed,Boston,Ashok Banerjee,Chris Rice,Retained
Trellix,Trellix - VP Customer Success,Professional Services,VP,2022,Placement,stage_at_placement=PE-Backed; candidate=Paola Chadwell; owner=Michelle Stevens; service=Retained,2022-09-29T00:00:00,PE-Backed,,Paola Chadwell,Michelle Stevens,Retained
Trellix,Trellix - VP of Product Operations,Product Management,VP,2022,Placement,stage_at_placement=PE-Backed; candidate=Sue Lin; owner=Chris Rice; service=Retained,2022-11-14T00:00:00,PE-Backed,,Sue Lin,Chris Rice,Retained
Trellix,"Trellix - VP, Product Marketing",Product Management,VP,2023,Placement,stage_at_placement=PE-Backed; candidate=Meha Varier; owner=Chris Rice; service=Retained,2023-01-06T00:00:00,PE-Backed,,Meha Varier,Chris Rice,Retained
Trellix,Trellix - Chief Architect,Engineering,Architect,2023,Placement,stage_at_placement=PE-Backed; candidate=Josh Stella; owner=Michelle Stevens; service=Retained,2023-02-22T00:00:00,PE-Backed,,Josh Stella,Michelle Stevens,Retained
Trellix,Trellix - GM (Confidential),Product Management,VP,2023,Placement,stage_at_placement=PE-Backed; candidate=John Morgan; owner=Mike McCarthy; service=Bluebird,2023-05-11T00:00:00,PE-Backed,,John Morgan,Mike McCarthy,Bluebird
Trellix,"Trellix - SVP, Product & UX Design",Product Management,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Mark Strassman; owner=Michelle Stevens; service=Retained,2024-03-26T00:00:00,PE-Backed,Bay Area,Mark Strassman,Michelle Stevens,Retained
Trellix,Trellix - SVP Engineering,Engineering,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Other East Coast; candidate=Jim Treinen; owner=Michelle Stevens; service=Retained,2024-05-01T00:00:00,PE-Backed,Other East Coast,Jim Treinen,Michelle Stevens,Retained
Trellix,Trellix - VP XDR Product (bluebird),Product Management,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Boston; candidate=Robert Shaker II; owner=Michelle Stevens; service=Bluebird,2024-08-06T00:00:00,PE-Backed,Boston,Robert Shaker II,Michelle Stevens,Bluebird
Tricentis,Tricentis - Chief Technology Officer,Engineering,CXO,2022,Placement,stage_at_placement=PE-Backed; geo=Austin; candidate=Suhail Ansari; owner=Eric Larson; service=Retained,2022-08-31T00:00:00,PE-Backed,Austin,Suhail Ansari,Eric Larson,Retained
Tricentis,Tricentis - VP of Engineering,Engineering,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Austin; candidate=Matthew Zimmerman; owner=Joe Light; service=Retained,2024-01-08T00:00:00,PE-Backed,Austin,Matthew Zimmerman,Joe Light,Retained
Tricentis,Tricentis - VP of Engineering (bluebird),Engineering,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Austin; candidate=Jack Humphrey; owner=Joe Light; service=Bluebird,2024-11-04T00:00:00,PE-Backed,Austin,Jack Humphrey,Joe Light,Bluebird
Tricentis,Tricentis - VP Product Marketing,Marketing,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Austin; candidate=Allison Cramer; owner=Joe Light; service=Retained,2024-12-28T00:00:00,PE-Backed,Austin,Allison Cramer,Joe Light,Retained
TrueCommerce,TrueCommerce - CTO (CONFIDENTIAL),Engineering,CXO,2025,Placement,stage_at_placement=PE-Backed; geo=Atlanta Metro; candidate=Deepti Sharma; owner=Megan Sleeper; service=Retained,2025-09-17T00:00:00,PE-Backed,Atlanta Metro,Deepti Sharma,Megan Sleeper,Retained
TrueCommerce,Truecommerce - Head of Engineering North America,Engineering,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Austin; candidate=Paromita Sarkar; owner=Megan Sleeper; service=Retained,2026-03-11T00:00:00,PE-Backed,Austin,Paromita Sarkar,Megan Sleeper,Retained
TrueCommerce,"TrueCommerce - Principal, AI and Automation",Data/ML/AI,Other,2026,Placement,stage_at_placement=PE-Backed; geo=Austin; candidate=Shane Labelle; owner=Nate LaDuca; service=Retained,2026-03-19T00:00:00,PE-Backed,Austin,Shane Labelle,Nate LaDuca,Retained
TrueCommerce,TrueCommerce - CPO,Product Management,CXO,2026,Placement,stage_at_placement=PE-Backed; geo=Pittsburgh Metro; candidate=Anthony Gallo; owner=Megan Sleeper; service=Retained,2026-07-10T00:00:00,PE-Backed,Pittsburgh Metro,Anthony Gallo,Megan Sleeper,Retained
TubeMogul,TubeMogul - CMO,Marketing,CXO,2011,Placement,stage_at_placement=Series B; candidate=Amy Richards; owner=Kevin Buckby; service=Retained,2011-04-26T00:00:00,Series B,,Amy Richards,Kevin Buckby,Retained
TubeMogul,TubeMogul - SVP Sales,Sales,VP,2012,Placement,stage_at_placement=Series B; candidate=Paul Joachim; owner=Kevin Buckby; service=Retained,2012-02-13T00:00:00,Series B,,Paul Joachim,Kevin Buckby,Retained
TubeMogul,TubeMogul - VP Engineering,Engineering,VP,2013,Placement,stage_at_placement=Series C; candidate=Bjoern Heckel; owner=Iain Grant; service=Retained,2013-03-26T00:00:00,Series C,,Bjoern Heckel,Iain Grant,Retained
TubeMogul,TubeMogul - VP Product,Product Management,VP,2014,Placement,stage_at_placement=Series C; geo=Bay Area; candidate=Alex Hood; owner=Iain Grant; service=Retained,2014-03-05T00:00:00,Series C,Bay Area,Alex Hood,Iain Grant,Retained
TubeMogul,"TubeMogul - VP Engineering, Applications",Engineering,Other,2014,Placement,stage_at_placement=Series C; geo=Bay Area; candidate=Peter Wang; owner=Iain Grant; service=Bluebird,2014-11-11T00:00:00,Series C,Bay Area,Peter Wang,Iain Grant,Bluebird
TubeMogul,TubeMogul - Product Leader,Product Management,IC,2014,Placement,stage_at_placement=Series C; geo=Bay Area; candidate=Boaz Ram; owner=Iain Grant; service=Retained,2014-11-26T00:00:00,Series C,Bay Area,Boaz Ram,Iain Grant,Retained
TubeMogul,"TubeMogul - VP Engineering, TV & Optimization",Engineering,Other,2015,Placement,stage_at_placement=Series C; geo=Bay Area; candidate=David Bevacqua; owner=Iain Grant; service=Bluebird,2015-02-23T00:00:00,Series C,Bay Area,David Bevacqua,Iain Grant,Bluebird
